"College Corner","Preble/Butler County","Ohio",407,407,424,379,364,408,439,468,379,375,348,379,378,0,0,0,0,0,0,0,0,0,0
"Columbiana","Columbiana County","Ohio",6329,6384,5635,4961,4987,4959,4164,3369,2687,2485,2114,1582,1339,1112,1223,870,1174,0,0,0,0,0,0
"Columbus","Franklin County","Ohio",835957,787033,711470,632910,565021,540025,471316,375901,306087,290564,237031,181511,125560,88150,51647,31274,18554,17882,6048,2435,0,0,0
"Columbus Grove","Putnam County","Ohio",2080,2137,2200,2231,2313,2290,2104,1936,1737,1633,1768,1802,1935,1677,1392,578,0,118,0,0,0,0,0
"Commercial Point","Pickaway County","Ohio",1599,1582,776,405,316,320,308,238,207,211,220,234,245,265,169,0,0,0,0,0,0,0,0
"Conesville","Coshocton County","Ohio",345,347,364,420,451,448,451,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congress","Wayne County","Ohio",186,185,192,162,178,205,186,186,157,126,123,164,198,229,301,309,0,0,0,0,0,0,0
"Conneaut","Ashtabula County","Ohio",12813,12841,12485,13241,13835,14552,10557,10230,9355,9691,9343,8319,7133,32411,1256,1163,1952,818,642,0,0,0,0
"Continental","Putnam County","Ohio",1129,1153,1188,1214,1179,1185,1147,1023,1059,897,1093,1074,1104,895,0,0,0,0,0,0,0,0,0
"Convoy","Van Wert County","Ohio",1064,1085,1110,1200,1140,991,976,910,817,876,932,741,690,500,386,0,0,0,0,0,0,0,0
"Coolville","Athens County","Ohio",490,496,528,663,649,672,443,469,463,475,457,370,315,330,323,334,0,0,0,0,0,0,0
"Corning","Perry County","Ohio",573,583,593,703,789,838,1065,1215,1433,1411,1628,1564,1401,1551,270,0,0,0,0,0,0,0,0
"Cortland","Trumbull County","Ohio",6963,7104,6830,5666,5011,2525,1957,1259,1014,940,750,612,620,697,616,0,0,0,0,0,0,0,0
"Corwin","Warren County","Ohio",437,421,256,225,276,346,447,326,163,138,136,146,131,0,188,135,0,0,0,0,0,0,0
